ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_manufacturer)","Attribute Value (pa_manufacturer)","Attribute In Variations (pa_manufacturer)","Attribute Is Visible (pa_manufacturer)","Attribute Is Taxonomy (pa_manufacturer)","Attribute Name (pa_phone_model)","Attribute Value (pa_phone_model)","Attribute In Variations (pa_phone_model)","Attribute Is Visible (pa_phone_model)","Attribute Is Taxonomy (pa_phone_model)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Product Type",Ετικέτες,"Κατηγορίες προϊόντων","Ετικέτες προϊόντος","Stock statuses","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",old_erp_id,old_password,old_salt,newssletter,tel
39318,"Τζαμάκι Προστασίας Καθρέτης Για iPhone 7 / 8 Full Cover Hoco Μαύρο Α15",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/hoco-tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamaki-prostasias-ka8reths-gia-iphone-7-8-full-cover-hoco-mayro-a15/,0,AS-00811,9.9,9.9,,instock,9,,0,Manufacturer,Hoco,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00811.jpeg,hoco-glass-screen-protector-a15-premium-quality-full-face-mi,,,,https://staging.citisaid.com/var/uploads//2019/07/00811.jpeg,,simple,visible,"Αξεσουάρ>Τζαμάκια Προστασίας>Hoco",,Εξαντλήθηκε,visible,publish,0,,,,,tzamaki-prostasias-ka8reths-gia-iphone-7-8-full-cover-hoco-mayro-a15,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39319,"Τζαμάκι Προστασίας Καθρέτης Για iPhone X / XS Full Cover Hoco Μαύρο Α15",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/hoco-tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamaki-prostasias-ka8reths-gia-iphone-x-xs-full-cover-hoco-mayro-a15/,0,AS-00812,9.9,9.9,,instock,18,,0,Manufacturer,Hoco,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00812.jpeg,hoco-glass-screen-protector-a15-premium-quality-full-face-mi,,,,https://staging.citisaid.com/var/uploads//2019/07/00812.jpeg,,simple,visible,"Αξεσουάρ>Τζαμάκια Προστασίας>Hoco",,Εξαντλήθηκε,visible,publish,0,,,,,tzamaki-prostasias-ka8reths-gia-iphone-x-xs-full-cover-hoco-mayro-a15,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39320,"Τζαμάκι Προστασίας Για iPhone X / XS Nano 3D Full Cover Κυρτές Άκρες Hoco Μαύρο Α12",,,2019-07-08,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/hoco-tzamakia-prostasias-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/tzamaki-prostasias-gia-iphone-x-xs-nano-3d-full-cover-kyrtes-akres-hoco-mayro-a12/,0,AS-00813,9.9,9.9,,instock,20,,0,Manufacturer,Hoco,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00813.jpeg,nano-3d-full-screen-edges-protection-tempered-glass-a12-ipho,,,,https://staging.citisaid.com/var/uploads//2019/07/00813.jpeg,,simple,visible,"Αξεσουάρ>Τζαμάκια Προστασίας>Hoco",,Εξαντλήθηκε,visible,publish,0,,,,,tzamaki-prostasias-gia-iphone-x-xs-nano-3d-full-cover-kyrtes-akres-hoco-mayro-a12,,,0,0,closed,closed,2019-07-11,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39435,"Οθόνη LCD και Μηχανισμός Αφής Xiaomi Mi Max 2 Χρυσό",,,2019-07-10,product,https://staging.citisaid.com/product/antallaktika/xiaomi/o8ones-xiaomi/o8onh-lcd-kai-mhxanismos-afhs-xiaomi-mi-max-2-xryso/,0,CA-06471,29,29,,instock,5,,0,Manufacturer,Xiaomi,no,yes,yes,"Phone model","Mi Max 2",no,yes,yes,,https://staging.citisaid.com/var/uploads//2019/07/ca-06471.jpeg,lcd-with-touch-screen-for-xiaomi-mi-max-2-gold-by-maxbhi-com,,,,https://staging.citisaid.com/var/uploads//2019/07/ca-06471.jpeg,,simple,visible,Ανταλλακτικά>Xiaomi>Οθόνες,,"Κατόπιν παραγγελίας",visible,publish,0,,,,,o8onh-lcd-kai-mhxanismos-afhs-xiaomi-mi-max-2-xryso,,,0,0,closed,closed,2019-07-11,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:2:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_phone-model"";a:6:{s:4:""name"";s:14:""pa_phone-model"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39436,"Γνήσιο Πριζάκι Φόρτισης - Apple iPhone A1882 USB-C 18W Power Adapter MU7V2ZM/A Άσπρο (Retail Package",,,2019-07-10,product,https://staging.citisaid.com/product/%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/kalwdia-fortistes-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/apple-kalwdia-fortistes-%ce%b1%ce%be%ce%b5%cf%83%ce%bf%cf%85%ce%ac%cf%81/gnhsio-prizaki-fortishs-apple-iphone-a1882-usb-c-18w-power-adapter-mu7v2zm-aspro-retail-package/,0,AS-00814,25,25,,instock,20,,0,Manufacturer,Apple,no,yes,yes,"Phone model",,no,no,no,,https://staging.citisaid.com/var/uploads//2019/07/00814.jpeg|https://staging.citisaid.com/var/uploads//2019/07/00814.jpeg,431223-00-600x600jpg|90744973043f6ccdfd004a7387b3e1ccjpg,|,|,|,https://staging.citisaid.com/var/uploads//2019/07/00814.jpeg,,simple,visible,"Αξεσουάρ>Καλώδια - Φορτιστές>Apple",,Εξαντλήθηκε,visible,publish,0,,,,,gnhsio-prizaki-fortishs-apple-iphone-a1882-usb-c-18w-power-adapter-mu7v2zm-aspro-retail-package,,,0,0,closed,closed,2019-07-11,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,39496,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39526,"XIAOMI REDMI NOTE 7 32GB BLACK",,,2019-07-11,product,https://staging.citisaid.com/?post_type=product&p=39526,0,004093,0,0,,instock,1,,0,Manufacturer,,no,no,no,"Phone model",,no,no,no,,,,,,,,,simple,visible,Τηλέφωνα,,Εξαντλήθηκε,visible,draft,0,,,,,xiaomi-redmi-note-7-32gb-black,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},a:0:{},3.5.7,,a:0:{},0,0,,,,,
39638,"Τζαμάκι Κάμερας  Xiaomi Redmi Note 7 Μπλέ",,,2019-07-12,product,https://staging.citisaid.com/product/antallaktika/xiaomi/kameres-kalymata-kameras-xiaomi/tzamaki-kameras-xiaomi-redmi-note-7-mple/,0,CA-06472,8,8,,instock,1,,0,Manufacturer,Xiaomi,no,yes,yes,"Phone model","Redmi Note 7",no,yes,yes,,,,,,,,,simple,visible,"Ανταλλακτικά>Xiaomi>Κάμερες - Καλύματα Κάμερας",,"Κατόπιν παραγγελίας",visible,publish,0,,,,,tzamaki-kameras-xiaomi-redmi-note-7-mple,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:2:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_phone-model"";a:6:{s:4:""name"";s:14:""pa_phone-model"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39639,"Βάση Κάρτας SIM Xiaomi Redmi Note 7 Μπλέ",,,2019-07-12,product,https://staging.citisaid.com/product/antallaktika/xiaomi/epafes-baseis-kartas-mnhmhs-sim-xiaomi/bash-kartas-sim-xiaomi-redmi-note-7-mple/,0,CA-06473,3.9,3.9,,onbackorder,0.000000,,1,Manufacturer,Xiaomi,no,yes,yes,"Phone model","Redmi Note 7",no,yes,yes,,,,,,,,,simple,visible,"Ανταλλακτικά>Xiaomi>Επαφές - Βάσεις Κάρτας Μνήμης - Sim",,"Κατόπιν παραγγελίας",visible,publish,0,,,,,bash-kartas-sim-xiaomi-redmi-note-7-mple,,,0,0,closed,closed,2019-08-22,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:2:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_phone-model"";a:6:{s:4:""name"";s:14:""pa_phone-model"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.6.5,,a:0:{},0,0,,,,,
39649,"Γνήσια Οθόνη LCD και Μηχανισμός Αφής Samsung SM-A705 Galaxy A70 Μαύρη GH82-19477A",,,2019-07-12,product,https://staging.citisaid.com/product/antallaktika/samsung/o8ones-samsung/gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-a705-galaxy-a70-mayrh-gh82-19477a/,0,CA-06474,0,0,,instock,3,,0,Manufacturer,Samsung,no,yes,yes,"Phone model",,no,no,no,,,,,,,,,simple,visible,Ανταλλακτικά>Samsung>Οθόνες,,"4-10 μέρες",visible,publish,0,,,,,gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-a705-galaxy-a70-mayrh-gh82-19477a,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:1:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
39650,"Γνήσια Οθόνη LCD και Μηχανισμός Αφής Samsung SM-J810FN Galaxy J8 (2018) Μαύρη GH97-22145A",,,2019-07-12,product,https://staging.citisaid.com/product/antallaktika/samsung/o8ones-samsung/gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-j810fn-galaxy-j8-2018-mayrh-gh97-22145a/,0,CA-06475,0,0,,instock,3,,0,Manufacturer,Samsung,no,yes,yes,"Phone model","J730 (2017)",no,yes,yes,,,,,,,,,simple,visible,Ανταλλακτικά>Samsung>Οθόνες,,"Κατόπιν παραγγελίας",visible,publish,0,,,,,gnhsia-o8onh-lcd-kai-mhxanismos-afhs-samsung-sm-j810fn-galaxy-j8-2018-mayrh-gh97-22145a,,,0,0,closed,closed,2019-07-12,no,no,,no,,,,,,,no,yes,,,,,'-1,'-1,,,yes,taxable,vat-24,,a:0:{},"a:2:{s:15:""pa_manufacturer"";a:6:{s:4:""name"";s:15:""pa_manufacturer"";s:5:""value"";s:0:"""";s:8:""position"";i:1;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}s:14:""pa_phone-model"";a:6:{s:4:""name"";s:14:""pa_phone-model"";s:5:""value"";s:0:"""";s:8:""position"";i:2;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:1;}}",3.5.7,,a:0:{},0,0,,,,,
